=== Exact Rules (ER) ===
Rule: 30 => 39 (support: 4, confidence: 1.0)
Rule: 41 170 16431 => 38 16430 (support: 5, confidence: 1.0)
Rule: 32 186 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 32 204 => 41 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 48 204 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 48 204 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 48 204 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 225 16430 => 39 16431 (support: 4, confidence: 1.0)
Rule: 41 225 16431 => 39 16430 (support: 4, confidence: 1.0)
Rule: 39 225 16431 => 41 16430 (support: 4, confidence: 1.0)
Rule: 48 237 16431 => 39 16430 (support: 7, confidence: 1.0)
Rule: 39 48 237 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 39 255 16430 => 48 16431 (support: 4, confidence: 1.0)
Rule: 39 255 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 48 264 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 48 264 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 264 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 39 264 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 32 237 249 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 249 16430 => 237 16431 (support: 3, confidence: 1.0)
Rule: 32 249 16431 => 237 16430 (support: 3, confidence: 1.0)
Rule: 32 39 270 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 48 270 16431 => 32 16430 (support: 6, confidence: 1.0)
Rule: 32 48 270 => 16430 16431 (support: 6, confidence: 1.0)
Rule: 48 286 16430 => 38 16431 (support: 4, confidence: 1.0)
Rule: 48 286 16431 => 38 16430 (support: 4, confidence: 1.0)
Rule: 32 271 16430 => 270 16431 (support: 5, confidence: 1.0)
Rule: 32 271 16431 => 270 16430 (support: 5, confidence: 1.0)
Rule: 270 271 => 32 16430 16431 (support: 5, confidence: 1.0)
Rule: 39 41 297 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 41 297 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 48 297 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 297 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 41 48 297 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 41 48 297 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 78 297 => 39 16430 16431 (support: 4, confidence: 1.0)
Rule: 38 310 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 41 310 16431 => 39 16430 (support: 5, confidence: 1.0)
Rule: 39 48 310 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 48 310 16431 => 39 16430 (support: 7, confidence: 1.0)
Rule: 48 325 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 48 325 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 325 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 39 325 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 41 345 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 374 16430 => 39 48 16431 (support: 3, confidence: 1.0)
Rule: 374 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 48 396 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 48 396 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 41 438 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 39 41 438 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 48 438 16431 => 16430 (support: 8, confidence: 1.0)
Rule: 41 48 438 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 41 48 438 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 48 475 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 475 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 475 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 32 48 544 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 48 544 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 544 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 48 544 => 16430 16431 (support: 4, confidence: 1.0)
Rule: 41 544 16430 => 48 16431 (support: 4, confidence: 1.0)
Rule: 41 544 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 78 544 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 48 589 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 48 589 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 649 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 649 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 39 677 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 48 808 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 808 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 812 => 48 16430 16431 (support: 4, confidence: 1.0)
Rule: 48 812 16431 => 39 16430 (support: 4, confidence: 1.0)
Rule: 41 824 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 824 16431 => 41 16430 (support: 3, confidence: 1.0)
Rule: 39 48 910 => 16430 16431 (support: 6, confidence: 1.0)
Rule: 39 48 956 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 39 48 956 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 48 910 956 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 1066 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 1209 16430 => 39 48 16431 (support: 3, confidence: 1.0)
Rule: 1209 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 1425 16430 => 39 48 16431 (support: 3, confidence: 1.0)
Rule: 1425 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 48 1479 16430 => 39 16431 (support: 6, confidence: 1.0)
Rule: 48 1479 16431 => 39 16430 (support: 6, confidence: 1.0)
Rule: 39 41 1486 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 41 1486 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 48 1486 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 48 1486 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 48 204 1486 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 1529 16431 => 38 39 16430 (support: 3, confidence: 1.0)
Rule: 39 48 1600 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 41 1677 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 41 1677 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 2065 16430 => 39 48 16431 (support: 3, confidence: 1.0)
Rule: 2065 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 32 39 2310 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 41 2310 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 39 41 2310 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 32 48 2310 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 48 2310 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 39 48 2310 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 2673 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 39 3270 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 41 3270 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 41 3270 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 39 41 3324 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 41 3324 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 3324 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 39 48 3324 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 41 48 3324 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 41 48 3324 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 78 3324 => 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 4658 => 39 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 5152 => 39 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 38 39 9150 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 41 9150 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 41 9150 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 48 9150 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 48 9150 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 38 48 9150 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 9150 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 48 9150 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 41 48 9150 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 39 9151 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 2310 9150 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 39 9510 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 9510 16431 => 32 16430 (support: 3, confidence: 1.0)
Rule: 32 41 9510 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 48 12925 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 41 48 12925 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 38 39 12929 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 38 12929 16431 => 39 16430 (support: 5, confidence: 1.0)
Rule: 32 41 12929 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 41 12929 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 48 12929 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 48 12929 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 12929 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 48 12929 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 48 12929 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 48 12983 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 13017 16430 => 39 48 16431 (support: 3, confidence: 1.0)
Rule: 13017 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 39 48 13382 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 78 9150 12929 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 78 9150 16431 => 12929 16430 (support: 3, confidence: 1.0)
Rule: 39 48 14098 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 48 14098 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 48 13174 16431 => 12959 16430 (support: 3, confidence: 1.0)
Rule: 48 13174 16430 => 12959 16431 (support: 3, confidence: 1.0)
Rule: 12959 13174 16430 => 48 16431 (support: 3, confidence: 1.0)
Rule: 12959 13174 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 48 12959 13174 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 15084 => 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 15084 => 39 16430 16431 (support: 4, confidence: 1.0)
Rule: 39 15273 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 41 15273 16431 => 48 16430 (support: 3, confidence: 1.0)
Rule: 32 39 15578 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 48 15578 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 48 15578 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 38 41 15618 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 38 15618 16430 => 41 16431 (support: 3, confidence: 1.0)
Rule: 38 15618 16431 => 41 16430 (support: 3, confidence: 1.0)
Rule: 39 48 15618 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 48 15618 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 48 15618 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 41 48 15618 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 4532 => 48 15273 16430 16431 (support: 4, confidence: 1.0)
Rule: 41 15879 16431 => 48 16430 (support: 4, confidence: 1.0)
Rule: 39 48 16155 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 48 16155 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 48 16405 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 36 41 48 16431 => 38 39 16430 (support: 3, confidence: 1.0)
Rule: 36 39 41 48 16430 => 38 16431 (support: 3, confidence: 1.0)
Rule: 32 39 41 48 78 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 39 41 48 78 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 41 110 16430 16431 => 38 39 48 (support: 4, confidence: 1.0)
Rule: 48 170 16430 => 38 39 41 16431 (support: 3, confidence: 1.0)
Rule: 48 170 16431 => 38 39 41 16430 (support: 3, confidence: 1.0)
Rule: 39 41 170 16430 => 38 48 16431 (support: 3, confidence: 1.0)
Rule: 39 41 170 16431 => 38 48 16430 (support: 3, confidence: 1.0)
Rule: 41 48 237 16431 => 38 39 16430 (support: 4, confidence: 1.0)
Rule: 38 48 237 16430 => 39 41 16431 (support: 4, confidence: 1.0)
Rule: 38 48 237 16431 => 39 41 16430 (support: 4, confidence: 1.0)
Rule: 39 41 48 237 16430 => 38 16431 (support: 4, confidence: 1.0)
Rule: 41 48 286 16431 => 38 39 16430 (support: 3, confidence: 1.0)
Rule: 39 48 286 16431 => 38 41 16430 (support: 3, confidence: 1.0)
Rule: 39 48 286 16430 => 38 41 16431 (support: 3, confidence: 1.0)
Rule: 41 48 286 16430 => 38 39 16431 (support: 3, confidence: 1.0)
Rule: 38 41 78 16430 => 36 48 (support: 3, confidence: 1.0)
Rule: 36 78 16430 => 38 41 48 (support: 3, confidence: 1.0)
Rule: 32 48 110 16430 => 38 41 (support: 3, confidence: 1.0)
Rule: 32 41 110 => 38 48 16430 (support: 3, confidence: 1.0)
Rule: 39 41 48 110 16430 => 38 (support: 5, confidence: 1.0)
Rule: 41 110 16431 => 38 39 48 (support: 5, confidence: 1.0)
Rule: 237 310 16430 => 38 39 41 (support: 3, confidence: 1.0)
Rule: 41 237 310 => 38 39 16430 (support: 3, confidence: 1.0)
Rule: 38 41 310 16430 => 39 237 (support: 3, confidence: 1.0)
Rule: 38 237 310 => 39 41 16430 (support: 3, confidence: 1.0)
Rule: 38 41 48 12925 16430 => 110 (support: 3, confidence: 1.0)
Rule: 110 12925 => 38 41 48 16430 (support: 3, confidence: 1.0)
Rule: 32 38 39 41 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 38 39 41 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 36 39 41 16430 => 38 16431 (support: 5, confidence: 1.0)
Rule: 36 41 16431 => 38 39 16430 (support: 5, confidence: 1.0)
Rule: 19 32 39 48 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 19 32 48 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 19 32 48 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 36 39 48 16430 => 38 16431 (support: 4, confidence: 1.0)
Rule: 36 48 16431 => 38 39 16430 (support: 4, confidence: 1.0)
Rule: 19 39 41 => 48 16430 16431 (support: 4, confidence: 1.0)
Rule: 32 38 41 48 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 32 39 41 48 16431 => 16430 (support: 10, confidence: 1.0)
Rule: 32 41 65 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 32 41 65 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 32 39 48 65 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 32 39 48 65 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 41 48 65 16431 => 16430 (support: 5, confidence: 1.0)
Rule: 39 41 48 65 16430 => 16431 (support: 5, confidence: 1.0)
Rule: 32 39 41 78 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 39 41 78 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 39 48 78 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 39 48 78 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 32 41 48 78 16430 => 16431 (support: 4, confidence: 1.0)
Rule: 32 41 48 78 16431 => 16430 (support: 4, confidence: 1.0)
Rule: 39 41 48 78 16431 => 16430 (support: 7, confidence: 1.0)
Rule: 39 41 48 78 16430 => 16431 (support: 7, confidence: 1.0)
Rule: 32 39 110 16430 => 38 16431 (support: 3, confidence: 1.0)
Rule: 32 110 16431 => 38 39 16430 (support: 3, confidence: 1.0)
Rule: 39 48 110 16430 16431 => 38 (support: 5, confidence: 1.0)
Rule: 41 48 225 16430 => 39 16431 (support: 3, confidence: 1.0)
Rule: 41 48 225 16431 => 39 16430 (support: 3, confidence: 1.0)
Rule: 39 48 225 16431 => 41 16430 (support: 3, confidence: 1.0)
Rule: 38 237 16431 => 39 41 16430 (support: 6, confidence: 1.0)
Rule: 39 41 237 16431 => 38 16430 (support: 6, confidence: 1.0)
Rule: 41 270 => 32 39 16430 16431 (support: 4, confidence: 1.0)
Rule: 39 48 270 16431 => 32 16430 (support: 3, confidence: 1.0)
Rule: 32 39 48 270 => 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 286 16430 => 38 39 16431 (support: 5, confidence: 1.0)
Rule: 41 286 16431 => 38 39 16430 (support: 5, confidence: 1.0)
Rule: 39 286 16430 => 38 41 16431 (support: 5, confidence: 1.0)
Rule: 39 286 16431 => 38 41 16430 (support: 5, confidence: 1.0)
Rule: 39 270 271 => 32 16430 16431 (support: 3, confidence: 1.0)
Rule: 32 39 271 16430 => 270 16431 (support: 3, confidence: 1.0)
Rule: 32 39 271 16431 => 270 16430 (support: 3, confidence: 1.0)
Rule: 32 48 271 16430 => 270 16431 (support: 3, confidence: 1.0)
Rule: 32 48 271 16431 => 270 16430 (support: 3, confidence: 1.0)
Rule: 48 270 271 => 32 16430 16431 (support: 3, confidence: 1.0)
Rule: 48 78 297 => 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 41 48 310 16430 => 39 16431 (support: 4, confidence: 1.0)
Rule: 41 48 310 16431 => 39 16430 (support: 4, confidence: 1.0)
Rule: 39 41 48 438 16430 => 16431 (support: 6, confidence: 1.0)
Rule: 39 41 48 438 16431 => 16430 (support: 6, confidence: 1.0)
Rule: 32 41 544 => 48 16430 16431 (support: 3, confidence: 1.0)
Rule: 1393 16430 => 39 41 48 16431 (support: 3, confidence: 1.0)
Rule: 1393 16431 => 39 41 48 16430 (support: 3, confidence: 1.0)
Rule: 32 1479 16430 => 39 48 16431 (support: 3, confidence: 1.0)
Rule: 32 1479 16431 => 39 48 16430 (support: 3, confidence: 1.0)
Rule: 41 1479 16430 => 39 48 16431 (support: 4, confidence: 1.0)
Rule: 41 1479 16431 => 39 48 16430 (support: 4, confidence: 1.0)
Rule: 39 48 1486 16430 => 41 16431 (support: 3, confidence: 1.0)
Rule: 39 48 1486 16431 => 41 16430 (support: 3, confidence: 1.0)
Rule: 41 48 2310 16430 => 39 16431 (support: 4, confidence: 1.0)
Rule: 41 48 2310 16431 => 39 16430 (support: 4, confidence: 1.0)
Rule: 38 39 3324 16430 => 110 16431 (support: 3, confidence: 1.0)
Rule: 38 39 3324 16431 => 110 16430 (support: 3, confidence: 1.0)
Rule: 110 3324 => 38 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 41 48 9150 16430 => 16431 (support: 3, confidence: 1.0)
Rule: 39 41 48 9150 16431 => 16430 (support: 3, confidence: 1.0)
Rule: 39 41 12925 16430 => 38 16431 (support: 3, confidence: 1.0)
Rule: 39 41 12925 16431 => 38 16430 (support: 3, confidence: 1.0)
Rule: 38 12925 16431 => 39 41 16430 (support: 3, confidence: 1.0)
Rule: 110 12929 => 38 39 16430 16431 (support: 3, confidence: 1.0)
Rule: 39 4532 => 48 15273 16430 16431 (support: 3, confidence: 1.0)

=== Informative Rules (IR) ===
Rule: 38 48 16430 16431 => 39 41 (support: 13, confidence: 0.5)
Rule: 38 41 16430 16431 => 39 48 (support: 13, confidence: 0.541667)
Rule: 78 16431 => 39 48 (support: 12, confidence: 0.571429)
Rule: 38 39 48 16430 => 41 16431 (support: 13, confidence: 0.65)
Rule: 38 39 41 16431 => 48 16430 (support: 13, confidence: 0.65)
Rule: 38 39 48 16431 => 41 16430 (support: 13, confidence: 0.684211)
Rule: 438 16431 => 39 16430 (support: 13, confidence: 0.722222)
Rule: 38 41 48 16431 => 39 16430 (support: 13, confidence: 0.764706)
Rule: 38 286 => 39 41 (support: 8, confidence: 0.5)
Rule: 110 16431 => 39 16430 (support: 12, confidence: 0.8)
Rule: 32 48 78 => 39 41 (support: 5, confidence: 0.5)
Rule: 48 438 16430 => 39 41 (support: 6, confidence: 0.6)
Rule: 38 78 => 39 48 (support: 6, confidence: 0.75)
Rule: 32 185 => 39 48 (support: 4, confidence: 0.5)
Rule: 39 41 310 => 32 48 1479 (support: 4, confidence: 0.5)
Rule: 38 371 => 39 48 12925 (support: 5, confidence: 0.714286)
Rule: 32 41 78 => 39 16430 (support: 4, confidence: 0.571429)
Rule: 11 39 => 41 48 (support: 3, confidence: 0.5)
Rule: 37 41 => 38 39 (support: 4, confidence: 0.666667)
Rule: 38 65 => 39 48 (support: 3, confidence: 0.5)
Rule: 32 39 41 78 => 48 16430 (support: 3, confidence: 0.5)
Rule: 38 39 12925 => 41 48 (support: 3, confidence: 0.5)
Rule: 32 41 78 16430 => 39 48 (support: 3, confidence: 0.6)
